512861,31,36,17,44,18,12
644145,45,37,13,23,32,39
419439,40,41,38,13,37,26
987366,18,45,12,23,41,21
233261,5,0,27,16,28,19
731046,16,6,30,45,25,43
536030,32,23,22,42,31,19
483670,42,32,18,34,10,0
579088,10,43,13,3,15,20
256628,29,18,34,41,3,27
53226,44,28,20,17,23,8
984412,4,43,6,32,0,5
679405,21,0,12,3,39,11
707412,21,16,11,35,6,19
756012,1,43,38,45,25,37
138082,44,29,34,21,11,30
614234,13,9,16,28,8,12
961781,33,25,19,39,5,6
254060,20,40,44,8,36,1
894508,24,6,21,42,2,37
997386,38,35,19,13,39,33
92426,30,38,17,9,22,8
764790,8,25,34,26,40,39
563031,34,25,5,23,19,41
637140,4,37,30,0,5,40
771030,38,7,26,2,37,39
327781,17,31,38,35,7,4
509914,16,2,12,4,30,31
729015,44,6,8,34,22,10
660550,10,7,13,1,28,21
715873,6,1,37,5,36,19
146119,0,45,30,25,37,26
187154,34,26,45,17,10,5
845599,13,38,7,21,22,8
827866,18,26,6,19,1,30
247502,3,17,8,24,39,9
753942,36,18,34,41,19,11
782155,6,30,5,23,26,34
210649,16,36,23,2,20,42
366590,30,19,33,2,32,26
327180,0,23,30,24,13,22
507108,15,16,28,34,1,44
534857,25,29,9,24,3,31
415286,32,26,5,6,45,41
807020,3,22,30,37,9,26
674283,0,45,28,8,24,18
799604,28,19,18,10,24,6
43960,18,11,9,2,25,33
537795,42,18,17,30,22,25
506874,17,11,1,26,22,19
558219,8,6,19,17,10,26
765070,8,32,29,21,15,16
618263,38,36,0,32,35,5
598633,13,38,35,10,37,29
747064,11,19,25,14,18,23
212545,35,14,32,28,18,4
124842,37,20,22,15,17,33
419332,28,6,38,27,0,7
488039,28,27,15,44,13,23
817748,37,42,26,27,35,43
733196,40,9,30,3,1,29
818001,7,31,10,41,19,15
944252,14,16,33,36,7,37
431019,20,2,29,45,32,18
400751,8,0,9,10,23,2
912669,41,20,34,9,16,24
225427,13,29,30,33,11,6
655090,34,14,35,28,32,39
792849,22,40,21,39,34,25
160910,12,17,37,16,26,15
80735,39,15,26,41,31,1
165653,18,26,37,23,1,34
887233,4,33,37,3,17,8
882565,28,29,30,39,12,41
688002,17,33,2,12,28,45
395687,5,12,6,27,40,3
465446,5,6,30,38,37,20
417257,4,43,10,37,26,0
997234,15,10,42,25,45,34
774183,12,27,39,25,4,35
995726,36,21,44,20,8,1
299134,6,35,41,0,1,21
395349,29,8,7,33,22,16
819916,19,10,39,42,26,7
67563,21,22,16,28,2,9
738801,17,34,40,31,36,7
157319,18,5,17,0,15,1
528943,32,7,37,14,23,41
376606,40,45,16,21,29,27
528539,30,45,2,37,40,11
543001,0,26,40,4,28,30
237158,36,26,19,28,2,42
49889,40,34,27,45,28,15
660625,45,15,37,5,28,9
948730,23,16,25,7,4,39
862082,32,28,36,33,16,42
909214,16,31,33,28,22,5
198997,44,45,42,20,26,14
718870,7,23,0,34,37,31
648695,27,2,19,17,18,16
748348,16,27,20,38,14,44
319955,34,11,9,37,38,6
219054,31,2,20,35,42,44
515057,0,25,7,29,3,39
131230,34,21,39,8,11,35
26269,7,11,24,13,23,38
762787,10,42,15,19,3,6
629524,27,6,11,32,25,5
670060,35,29,27,4,10,26
355278,9,39,28,8,36,40
687071,9,1,20,10,18,35
986953,20,6,35,11,38,45
520147,2,21,8,42,16,12
385776,45,26,1,2,43,37
980581,25,43,10,23,22,32
322712,27,34,31,44,35,12
773931,32,42,11,27,17,38
916194,32,1,42,45,29,0
924747,31,35,5,0,36,19
920202,22,40,25,23,8,17
105191,22,17,32,12,26,29
806997,31,16,29,22,17,23
943165,42,16,36,35,43,44
763917,30,41,14,35,37,0
421000,24,18,21,41,6,10
237833,26,20,36,32,23,31
877705,6,43,33,7,4,8
196054,4,38,31,9,23,22
836545,25,41,20,18,38,32
692646,17,32,39,34,1,3
425879,45,13,7,39,8,2
413537,39,30,34,7,22,0
515935,14,37,30,43,10,39
72379,41,36,13,37,18,7
38257,33,45,18,16,27,22
489699,42,33,26,36,27,28
779574,4,42,8,28,9,21
400514,21,12,40,4,6,8
971051,17,39,41,18,2,37
482602,7,25,45,10,21,13
902786,16,45,30,29,22,40
990585,28,1,39,5,37,13
759272,39,25,44,28,31,13
474479,11,27,35,1,45,43
113442,30,43,34,36,45,37
175012,14,28,5,12,16,11
873829,44,27,6,2,32,12
