782872,25,3,39,10,17,13
686527,8,37,0,6,39,31
399421,19,1,17,14,42,15
991960,20,25,5,41,9,6
574107,40,24,41,30,29,25
232216,11,4,40,22,15,41
853363,3,37,2,24,32,39
85608,19,28,31,8,5,26
683107,45,6,2,36,23,25
740792,6,40,33,23,1,30
225871,30,16,45,13,2,40
130594,20,22,24,9,45,11
173448,12,33,5,22,26,13
207567,26,29,40,8,39,23
597670,41,6,14,9,10,23
236856,25,30,9,40,33,22
508181,35,2,15,41,7,26
304451,40,10,24,44,25,17
511707,40,14,30,31,45,28
310202,3,34,8,1,36,15
817144,44,37,6,26,4,0
794670,2,9,23,38,24,32
533381,16,35,14,28,0,18
287370,42,39,32,10,7,26
340271,38,2,39,0,19,3
732465,32,10,34,14,13,28
75127,4,36,37,16,3,43
560060,42,33,20,36,7,3
451122,45,10,39,36,4,2
898231,13,36,31,34,29,10
172784,23,22,26,27,11,17
425135,8,27,12,6,24,28
226620,40,34,14,27,45,35
878490,44,16,2,34,25,26
342304,44,20,31,41,36,23
122950,12,18,39,43,30,21
519048,32,17,4,10,30,40
856270,44,26,11,8,34,37
248027,43,14,40,7,22,37
87434,15,17,34,18,10,2
961883,40,6,13,25,32,15
649271,36,25,19,27,22,44
118930,23,14,40,8,6,21
733942,42,36,32,16,41,44
25652,34,0,20,1,42,37
767086,6,31,28,37,8,32
889331,36,19,6,25,5,38
729061,43,11,5,3,31,8
868115,29,31,37,39,28,7
654661,19,41,32,29,42,8
23971,2,23,5,6,16,37
451455,36,32,3,21,45,4
613174,1,4,37,31,25,33
564080,14,4,7,5,0,20
210241,26,0,22,8,34,13
733629,32,19,15,3,35,31
983287,9,39,18,34,41,3
969566,37,22,0,10,30,6
65745,5,2,26,7,27,17
577900,15,21,29,37,43,30
902489,0,24,25,45,1,3
463079,32,16,29,44,18,19
285385,22,28,5,3,11,33
695836,20,27,7,30,42,35
529422,4,44,10,8,26,29
233747,45,2,40,1,34,14
766760,14,39,21,26,1,16
409511,39,19,5,43,30,40
459656,20,25,16,41,21,45
820593,23,15,20,11,45,26
320152,10,14,21,23,1,8
308053,36,30,20,38,37,17
972160,32,24,40,6,29,37
823725,26,3,0,16,35,34
384363,3,36,5,45,42,33
86881,13,4,32,15,34,30
549642,40,29,6,21,31,7
936923,16,13,24,12,18,26
238511,5,24,32,30,35,12
661358,3,13,45,9,34,40
724631,31,15,0,9,32,35
217204,12,43,2,27,3,28
436570,42,23,17,38,29,6
679783,28,1,26,8,14,19
52127,35,27,32,22,30,23
807054,12,18,23,15,21,30
458088,37,43,20,3,25,8
233531,35,42,38,43,17,33
987317,41,19,10,13,43,37
446802,14,18,10,20,38,27
915429,20,35,4,5,13,37
241295,18,10,9,8,26,3
809728,4,5,9,31,12,41
970948,7,23,36,6,41,37
840511,7,22,26,43,2,5
78460,22,30,32,39,28,29
375279,23,26,21,4,11,17
36347,41,20,21,16,4,2
88938,9,18,33,28,0,42
390969,23,16,18,39,43,13
3241,39,31,8,0,21,20
882467,16,19,36,43,5,17
468548,40,18,24,43,21,1
376357,35,45,23,25,36,14
938226,12,33,3,22,31,0
309918,22,29,1,0,45,9
918505,29,36,0,15,25,30
685735,7,38,20,2,12,15
415698,12,43,38,44,34,35
5381,27,19,40,21,13,28
991899,43,16,23,42,11,20
429618,0,8,25,16,13,31
762684,24,2,28,4,41,16
270905,9,31,37,0,38,42
669183,21,11,31,26,13,27
162611,34,33,27,45,25,1
877002,41,2,26,11,42,23
549709,6,13,14,17,31,7
796032,27,39,7,14,23,0
287411,3,36,2,41,19,26
789602,10,36,3,33,35,44
424605,1,12,36,14,38,22
944819,33,39,41,29,35,45
450799,17,43,2,8,23,9
492721,28,31,3,1,40,30
721236,27,8,39,29,28,14
165772,42,24,19,4,37,35
289788,13,20,25,19,2,38
756055,4,9,22,27,17,32
992568,2,22,32,21,10,11
126100,39,31,8,28,0,1
677403,21,20,24,25,40,9
757716,43,41,0,30,6,34
773744,33,39,19,36,44,22
949740,0,40,36,24,21,31
327515,37,8,27,24,17,15
809142,25,21,2,13,38,4
620689,43,39,22,15,28,14
676226,41,39,9,17,8,0
572721,22,20,8,21,4,43
958280,39,12,43,34,9,11
882323,9,44,39,24,5,23
602399,16,41,8,20,29,43
220079,32,8,1,35,24,9
742601,19,1,29,34,10,36
46742,0,28,42,18,32,23
721417,25,7,20,38,26,3
130423,25,20,7,31,26,43
38860,5,6,15,13,40,42
245935,21,35,9,8,2,10
254468,34,6,43,30,33,23
964159,44,10,15,43,33,31
8189,1,37,39,19,28,33
227922,25,39,2,20,31,34
71055,26,3,15,31,43,33
987026,38,33,27,43,0,34
570624,31,3,42,41,39,45
621619,14,29,44,5,42,18
789512,43,31,19,36,3,26
333291,34,37,36,28,33,41
174999,8,15,26,4,31,23
534708,32,25,42,26,4,19
682203,0,13,11,10,4,17
326831,22,7,12,42,31,34
599418,11,1,8,2,43,0
168528,43,40,22,32,15,37
922485,13,41,33,7,27,37
815496,39,15,36,17,21,18
207239,32,6,23,45,11,39
45773,23,31,39,8,34,12
534554,45,24,35,7,22,2
850575,19,14,18,37,35,1
540116,33,10,28,7,29,17
636868,44,26,36,6,3,41
689635,41,7,4,38,36,39
540230,27,36,17,31,28,11
362171,10,13,31,5,18,19
728137,39,8,31,18,3,34
106100,27,1,14,40,19,0
478771,29,24,4,33,37,36
247286,14,11,19,45,29,16
363389,29,15,24,39,44,6
115690,34,33,44,40,5,7
858346,12,7,6,9,31,33
970035,45,20,27,21,25,18
456328,5,4,28,39,45,35
497934,8,33,41,16,7,39
33530,2,16,11,4,28,34
331241,12,24,45,17,23,38
374289,7,31,38,2,42,33
354725,9,21,6,16,15,42
435193,41,2,0,22,31,5
631464,29,3,42,32,34,21
316486,17,0,34,43,22,1
758591,35,20,30,22,37,26
78196,31,21,17,13,18,12
12715,16,5,12,34,37,43
67561,24,5,14,8,41,27
785073,42,45,32,25,4,41
903713,38,37,35,16,23,34
450141,45,8,27,13,16,25
809520,8,45,42,37,0,33
188829,3,7,8,0,36,12
99760,30,26,39,27,38,4
208165,28,27,41,4,9,16
296503,18,0,20,10,37,36
364494,6,19,31,12,10,43
701206,14,25,4,8,17,31
897139,19,12,5,26,17,42
916047,23,29,8,39,42,14
369329,12,43,14,8,24,23
640358,25,36,43,45,13,35
591669,45,12,6,30,34,17
511632,20,9,34,5,0,24
40598,22,45,10,6,36,34
334583,16,43,35,5,17,2
629472,15,32,44,30,36,23
