810886,2,43,17,37,7,14
291349,3,34,39,40,13,35
228235,28,7,45,16,23,8
852449,10,28,22,16,44,24
697068,37,40,33,2,3,32
569744,44,7,17,18,40,37
722708,12,15,3,5,18,33
571771,11,8,1,41,3,16
991857,27,9,29,45,4,34
351547,2,28,21,32,14,40
529236,36,22,31,38,21,19
261215,21,32,11,44,14,28
402863,20,0,6,41,33,38
479263,35,18,1,43,4,38
552033,12,41,20,33,0,2
343660,42,33,19,12,11,38
601051,40,7,35,36,23,45
584116,45,0,13,30,8,34
70645,39,44,40,18,31,30
751990,18,9,43,33,27,1
543942,9,37,0,18,10,31
144276,28,18,2,33,11,31
249191,5,40,24,4,17,32
417738,39,14,35,21,32,5
975212,28,23,22,44,42,36
424206,24,0,27,35,31,5
364391,43,30,36,42,22,40
349565,18,28,27,24,39,30
208394,16,18,29,15,19,44
547021,26,24,36,6,44,1
309966,16,7,1,41,21,2
880761,28,27,0,17,32,8
920626,0,4,1,7,21,31
730231,7,13,18,37,21,5
555472,43,28,31,3,30,29
303401,6,30,43,23,12,2
524534,17,36,26,30,21,45
922,9,28,37,7,32,0
813632,17,9,11,27,1,20
911203,8,29,44,14,34,35
912146,19,39,36,29,16,33
860649,19,28,2,41,9,39
511256,45,5,25,28,42,7
384812,14,27,20,3,18,24
792675,18,36,42,35,4,43
13772,29,35,21,24,26,3
682869,19,1,44,6,37,34
627743,38,4,33,9,26,1
337924,3,31,40,19,10,14
123310,12,20,45,27,39,36
869425,26,32,24,20,17,3
833784,6,18,10,29,7,12
432641,43,5,18,24,36,8
716981,20,13,43,32,3,6
371810,7,35,37,30,3,36
153693,42,35,31,33,37,26
166609,40,22,30,29,34,4
65597,44,15,42,40,10,27
258836,32,20,13,9,5,44
243799,10,41,32,36,9,28
115733,2,17,29,6,0,34
964629,45,41,19,33,36,37
150563,0,38,23,44,27,6
516417,18,38,0,12,36,21
365870,19,21,35,15,41,30
226254,41,40,44,32,7,43
490679,20,34,19,26,15,42
618313,2,29,10,8,23,39
633133,32,45,6,41,12,16
595381,21,3,25,13,8,9
117126,8,33,19,14,18,34
759006,17,26,36,37,13,27
700382,12,14,26,10,3,45
224614,3,1,41,11,0,27
900812,30,34,44,23,33,3
242769,19,20,40,37,11,5
775991,35,42,21,1,26,4
101247,35,9,0,10,12,30
713451,13,6,43,10,44,16
993570,24,17,8,27,26,44
467001,3,27,32,7,43,29
852600,9,19,16,2,35,21
