765702,35,39,42,13,2,24
162295,27,26,37,2,3,0
446227,11,2,27,6,37,24
140630,0,4,14,24,45,2
852515,34,6,9,11,24,39
82587,14,32,26,13,44,6
386804,42,35,40,24,26,11
744286,23,36,41,13,43,12
507797,21,3,39,15,11,29
55677,40,0,33,34,45,41
960089,25,39,15,42,29,7
512323,36,5,40,23,8,6
207901,44,13,11,25,16,26
447864,15,28,29,10,0,27
241302,5,3,41,23,10,27
318499,33,0,38,15,6,24
544335,42,24,25,14,3,20
648842,34,15,21,22,41,9
336370,30,14,45,21,36,22
338871,15,12,40,29,34,22
246928,34,5,31,30,25,1
148102,43,45,36,41,33,18
283880,4,19,35,30,0,29
28658,30,31,32,43,39,1
988623,35,13,31,26,2,0
629946,10,29,33,16,3,36
848440,25,38,23,37,1,44
928544,30,0,44,38,9,19
685024,4,38,19,43,39,6
360652,39,37,4,38,29,2
976672,44,32,20,16,40,39
822270,8,11,1,30,27,45
447676,44,36,19,39,24,45
486460,32,17,14,41,24,31
772766,14,31,40,11,44,1
246086,5,17,36,14,32,25
867285,38,17,28,37,45,29
907798,12,22,41,23,38,35
200906,10,0,36,8,11,44
858449,7,10,11,31,8,22
396299,23,35,38,36,17,14
219068,22,7,30,31,23,27
691392,41,39,6,8,31,44
181489,33,12,38,35,36,45
361211,14,19,36,0,43,18
170088,8,44,23,45,25,19
725908,11,41,18,24,15,4
354598,0,31,20,36,1,25
322272,1,17,28,34,22,15
342631,3,33,40,28,4,36
105358,45,9,11,39,29,26
557354,2,36,9,31,32,34
366475,13,44,34,16,17,4
336499,40,43,28,27,16,19
692517,36,17,42,11,13,10
142520,40,18,38,42,32,17
136680,29,44,10,25,23,36
27082,29,0,21,28,17,2
462847,3,36,4,32,34,27
676258,35,29,43,41,40,6
581479,36,38,7,27,20,37
902157,22,15,29,45,5,34
196841,3,21,26,9,24,4
52506,19,43,7,38,35,24
303243,42,16,22,26,24,10
86684,40,39,7,43,17,42
346403,33,35,29,1,45,25
783537,12,35,36,29,1,42
686708,36,28,19,32,0,5
219576,21,10,2,44,12,45
743687,7,24,8,33,5,29
971763,17,13,29,41,14,8
991537,32,2,45,12,23,36
298047,21,40,18,1,31,2
541368,34,36,28,18,15,8
476943,5,11,30,38,27,8
238963,44,29,32,1,28,4
80660,2,3,37,26,16,20
915808,36,25,29,23,13,3
580261,24,13,9,20,12,41
398038,34,26,20,17,38,18
936797,34,14,35,16,1,39
388033,18,1,23,20,27,31
360557,11,33,25,2,39,16
579527,37,42,0,13,8,35
147534,42,25,36,0,26,35
644712,45,31,33,43,9,36
663774,28,2,40,38,10,31
178967,4,35,1,11,5,37
138489,41,30,33,1,32,7
89535,16,40,19,12,0,24
496011,20,22,29,25,6,40
284268,15,14,3,38,0,27
567876,16,11,14,37,42,32
887781,5,9,17,44,28,12
997802,34,23,37,43,14,45
641428,36,23,14,44,29,26
598522,23,15,24,20,32,4
203185,7,27,30,8,25,9
997406,11,18,20,5,37,19
283121,33,3,27,4,18,21
459993,17,39,27,15,4,19
205108,26,15,24,29,39,41
191769,33,20,30,10,7,2
709208,16,36,35,12,42,11
213813,17,38,14,4,36,19
646303,39,13,7,23,8,42
237203,37,31,30,38,4,23
328767,0,44,4,37,33,15
383199,36,33,35,25,3,41
410824,42,25,35,18,29,6
439078,10,7,36,13,3,17
101564,29,8,6,2,43,22
669617,37,33,10,28,15,32
236874,29,9,4,12,21,14
27655,35,36,15,16,26,42
394378,0,26,7,21,31,10
268998,5,28,14,34,42,29
838123,36,40,8,29,27,7
758192,6,10,27,34,2,0
412573,11,31,18,36,42,10
833250,32,0,9,5,11,33
18762,11,21,0,13,16,15
40985,22,42,5,16,28,43
62838,0,40,25,9,39,30
587295,7,34,39,42,6,29
27480,30,44,17,34,31,6
452586,24,43,19,25,16,8
407974,22,18,41,23,12,0
111207,23,37,24,8,19,12
200231,37,20,12,16,17,39
447181,15,38,13,28,22,37
555052,34,28,16,9,32,1
902545,7,15,31,26,45,42
536211,41,25,23,43,3,13
132824,0,25,44,35,26,24
879666,17,1,5,14,28,40
591219,1,12,10,2,43,13
224616,6,12,16,24,42,3
956583,3,29,13,39,26,25
800950,0,38,11,29,40,15
233976,35,2,28,18,11,10
355465,41,29,12,24,23,26
6883,34,35,23,28,40,9
616152,12,43,1,25,16,44
104923,11,9,42,15,38,35
573293,45,2,18,37,38,12
861157,20,40,10,41,28,35
517449,35,27,11,24,12,3
469874,22,37,11,33,12,29
200090,15,36,12,7,0,10
180451,2,32,23,26,37,38
620225,43,36,39,26,28,4
547458,38,45,34,26,4,31
389552,37,13,0,29,27,6
779738,30,29,19,22,32,23
238430,36,33,1,6,19,25
896400,9,19,15,25,17,3
108675,15,37,20,40,38,5
946324,8,42,0,40,12,31
750134,9,31,5,32,1,29
253024,13,40,29,44,0,8
438997,16,36,10,37,6,23
687957,18,4,12,37,11,42
357228,3,33,30,6,37,19
347724,43,33,11,16,30,23
850657,31,0,4,32,13,10
789632,3,10,0,41,18,43
204862,29,8,41,42,40,25
687195,5,20,0,39,32,24
674109,35,18,4,43,12,9
176680,23,12,40,30,2,7
545244,22,21,30,43,32,1
661464,33,23,38,14,31,16
487154,31,13,41,0,5,43
277571,21,31,44,12,30,38
716089,43,15,3,9,24,22
923186,45,33,15,26,1,42
939927,26,45,32,4,39,21
829749,41,33,24,19,42,13
937411,17,22,44,7,43,29
655091,11,15,2,6,9,23
782874,21,42,15,33,1,17
453880,24,1,26,22,0,16
450402,4,39,22,30,11,29
424543,1,30,6,9,12,3
128320,25,7,37,14,38,0
854558,45,41,7,43,33,25
347322,11,41,25,18,17,42
390230,17,13,31,9,29,22
430549,42,36,9,19,20,2
441982,23,24,31,30,18,9
396900,43,44,38,30,2,15
858706,14,20,25,23,17,15
109699,33,18,14,9,38,17
230050,11,26,22,21,0,20
344998,3,5,29,44,43,15
928937,41,6,13,23,1,19
811778,36,24,23,11,15,33
977167,16,38,23,36,2,8
371897,32,10,17,22,19,1
387191,16,24,0,29,35,28
313370,9,10,18,28,42,37
156594,24,37,4,34,29,31
447462,42,41,10,23,2,24
569960,5,26,45,11,12,15
560578,45,28,5,23,7,1
262980,37,19,42,28,34,27
204396,31,41,3,12,39,22
156587,19,1,30,31,36,0
940289,12,36,24,32,28,17
540122,15,18,24,7,36,27
66262,38,44,31,5,35,30
827447,6,44,27,38,5,2
853964,23,41,43,29,10,25
583252,4,5,24,22,33,1
120616,35,15,5,23,31,45
167050,1,21,23,20,37,32
550459,22,1,12,16,45,25
808054,16,3,41,43,39,30
812297,41,30,28,44,15,21
248622,15,20,18,22,5,2
466370,4,35,0,42,7,29
695045,21,4,34,42,0,12
510885,35,39,42,44,5,0
599186,23,32,11,33,40,1
523598,35,6,37,13,14,27
581294,19,44,21,45,16,42
46354,16,15,12,40,42,36
810217,44,36,5,16,25,6
806606,38,24,44,35,4,20
143212,14,23,0,31,13,6
675804,9,13,14,32,2,34
238028,7,35,43,8,9,34
672757,42,20,33,3,16,35
220419,37,32,27,33,1,8
358232,18,30,6,16,40,2
197610,35,4,8,9,20,36
671445,22,12,25,7,20,4
275070,23,22,24,9,26,14
